iter	MultiClass
343	0.1988210749
344	0.1987105049
345	0.1985733517
346	0.1984874229
347	0.1983208226
348	0.198255829
349	0.1981391807
350	0.198089176
351	0.1979954458
352	0.1978063664
353	0.1976870501
354	0.1975270653
355	0.1974359003
356	0.197354914
357	0.1972432251
358	0.1970826144
359	0.1970367982
360	0.1969391541
361	0.1968222977
362	0.1967255705
363	0.1966526012
364	0.1965043097
365	0.196388297
366	0.1963199956
367	0.1962541964
368	0.1961351233
369	0.1960724964
370	0.1959698462
371	0.1958469932
372	0.1957441267
373	0.1956247574
374	0.1955313103
375	0.1954149596
376	0.1953223954
377	0.1952102629
378	0.1951034044
379	0.1949868171
380	0.1948805837
381	0.1948610493
382	0.1947376475
383	0.1946706223
384	0.1945873915
385	0.1944688153
386	0.1943773977
387	0.1942569576
388	0.1941122694
389	0.1940409014
390	0.1939231099
391	0.1938459402
392	0.1937419662
393	0.1936272873
394	0.1935370209
395	0.1934877576
396	0.1933961341
397	0.1933152061
398	0.1932286983
399	0.1931558746
400	0.1930239022
401	0.192951963
402	0.1929237994
403	0.1928533327
404	0.1927497779
405	0.1926643189
406	0.1926141449
407	0.1925068666
408	0.1924233997
409	0.1923230644
410	0.1921936738
411	0.1920775551
412	0.192013441
413	0.1919576963
414	0.1918529886
415	0.1917715941
416	0.1916751745
417	0.1916100239
418	0.1915267987
419	0.1914201032
420	0.1913422903
421	0.1912470801
422	0.1911439271
423	0.1910627644
424	0.1909662724
425	0.190901561
426	0.1908341742
427	0.1907670948
428	0.1906885371
429	0.1906228919
430	0.19056552
431	0.1904883767
432	0.1904119876
433	0.1903418021
434	0.1902791079
435	0.190212189
436	0.1901467755
437	0.1900439075
438	0.189962719
439	0.1899084823
440	0.1898574833
441	0.1897579154
442	0.1896949492
443	0.1896298676
444	0.1895260752
445	0.1893985335
446	0.1893334599
447	0.1892675004
448	0.1892155085
449	0.1891531308
450	0.1890838398
451	0.1890310466
452	0.1889129
453	0.1888051984
454	0.1886958194
455	0.1886471074
456	0.1885381195
457	0.1884765106
458	0.1884290571
459	0.1883636491
460	0.1883022214
461	0.1882227714
462	0.1881461684
463	0.1880549311
464	0.1879728202
465	0.1878962065
466	0.1878312579
467	0.1877721463
468	0.1877109524
469	0.1876312342
470	0.1875485218
471	0.1875098189
472	0.1874567782
473	0.1873788452
474	0.1873359956
475	0.187272394
476	0.1872138781
477	0.1871015795
478	0.1870438835
479	0.1869772362
480	0.1869340802
481	0.1868744334
482	0.1868135239
483	0.1867680205
484	0.1867236156
485	0.1866601252
486	0.1865975371
487	0.1865485272
488	0.1864634164
489	0.1863869125
490	0.1863185393
491	0.1862657449
492	0.1862054625
493	0.1861227405
494	0.1860765927
495	0.1860055274
496	0.1859498259
497	0.1858790591
498	0.185806357
499	0.1857329705
500	0.1856785995
501	0.1856311428
502	0.1856007819
503	0.185557478
504	0.1854918018
505	0.1854102755
506	0.1853613686
507	0.185273674
508	0.1852146405
509	0.1851624877
510	0.1850890578
511	0.1850425508
512	0.1849746339
513	0.1849017394
514	0.1848376594
515	0.1847569669
516	0.1847057245
517	0.1846688486
518	0.1845801587
519	0.1845060774
520	0.1844574277
521	0.1844145775
522	0.1843647228
523	0.1843095485
524	0.1842614914
525	0.184206707
526	0.1841806486
527	0.1841244746
528	0.1840684221
529	0.1840387614
530	0.1839875428
531	0.1839432257
532	0.1838721954
533	0.1838316964
534	0.183780564
535	0.183739416
536	0.1837057429
537	0.1836462886
538	0.1835992814
539	0.1835619516
540	0.1835237551
541	0.1834822553
542	0.1834385749
543	0.183349577
544	0.1832835563
545	0.1832484038
546	0.1831970142
547	0.1831597785
548	0.183125062
549	0.1830713747
550	0.1829910747
551	0.1829298368
552	0.1828816642
553	0.1828212407
554	0.1827832512
555	0.1827263071
556	0.1826961738
557	0.1826447131
558	0.182611258
559	0.1825527666
560	0.1825121942
561	0.1824777111
562	0.1824411134
563	0.1824157168
564	0.1823653135
565	0.1823128218
566	0.1822346279
567	0.1822016439
568	0.1821612022
569	0.1821096124
570	0.1820682222
571	0.1820389666
572	0.1819809301
573	0.1819148591
574	0.1818662302
575	0.1818150343
576	0.18176346
577	0.1817178353
578	0.1816778859
579	0.181644623
580	0.181580435
581	0.1815237431
582	0.1814823086
583	0.1814063965
584	0.1813669382
585	0.1813211868
586	0.1812781698
587	0.1812336782
588	0.1811964194
589	0.1811457046
590	0.1811147118
591	0.1810716429
592	0.181022437
593	0.1809785335
594	0.1809491116
595	0.1808949313
596	0.180873291
597	0.1808386574
598	0.1808075033
599	0.1807859393
600	0.1807628889
601	0.1807175496
602	0.1806693351
603	0.1806453283
604	0.180609714
605	0.1805481359
606	0.1805079055
607	0.1804787124
608	0.18042225
609	0.1803865914
610	0.1803550265
611	0.1803191459
612	0.1802960629
613	0.1802582399
614	0.1802305443
615	0.1801908416
616	0.1801401568
617	0.1801066161
618	0.1800711499
619	0.1800094871
620	0.1799705941
621	0.1799341696
622	0.1799017394
623	0.179881863
624	0.1798533749
625	0.1798104338
626	0.1797484861
627	0.1797040151
628	0.179666872
629	0.1796505724
630	0.1796099277
631	0.1795326637
632	0.1794955982
633	0.1794697288
634	0.1794400743
635	0.1794056295
636	0.1793614607
637	0.1793294898
638	0.1792725077
639	0.1792352797
640	0.1791943393
641	0.1791431841
642	0.1791090409
643	0.1790732303
644	0.1790030609
645	0.1789809589
646	0.1789522463
647	0.1789249265
648	0.1788981628
649	0.1788504439
650	0.1788163446
651	0.1787879664
652	0.1787364825
653	0.1787075387
654	0.1786786859
655	0.1786461054
656	0.1785918512
657	0.1785510657
658	0.1785277606
659	0.1785015895
660	0.1784477972
661	0.1784087288
662	0.1783765277
663	0.1783344771
664	0.1782978271
665	0.1782602362
666	0.1782323214
667	0.1781949205
668	0.1781464277
669	0.1781159745
670	0.1780799861
671	0.1780385022
672	0.1780040441
673	0.1779691442
674	0.1779327028
675	0.1778927696
676	0.177857248
677	0.1778228875
678	0.177800178
679	0.17777147
680	0.1777470487
681	0.1777140746
682	0.177672024
683	0.1776308232
684	0.1776074828
685	0.1775888005
686	0.1775670918
687	0.177525995
688	0.1775104207
689	0.1774719497
690	0.177447301
691	0.1774217548
692	0.177375648
693	0.1773475057
694	0.1773146437
695	0.1772967818
696	0.1772575842
697	0.1772142799
698	0.1771838217
699	0.1771604647
700	0.1771364746
701	0.1771131043
702	0.1770885504
703	0.177048949
704	0.1770278519
705	0.1769860437
706	0.1769360375
707	0.1769166369
708	0.1768854746
709	0.1768472004
710	0.1768225585
711	0.1768088462
712	0.1767763222
713	0.1767393242
714	0.1767143393
715	0.1766911631
716	0.1766656931
717	0.1766430085
718	0.1766250415
719	0.1766047492
720	0.1765835426
721	0.1765589347
722	0.1765275557
723	0.1765046958
724	0.1764780856
725	0.1764539757
726	0.1764251468
727	0.1763914619
728	0.1763560296
729	0.176325059
730	0.1763021571
731	0.1762746834
732	0.1762473576
733	0.1762097796
734	0.1761787599
735	0.1761485127
736	0.1761281402
737	0.1761053835
738	0.1760928891
739	0.1760536875
740	0.1760195771
741	0.1759832823
742	0.1759514642
743	0.1759170643
744	0.1758925332
745	0.1758690267
746	0.1758337977
747	0.1757939358
748	0.1757736449
749	0.1757495268
750	0.1757367862
751	0.1757214905
752	0.1757009527
753	0.1756804269
754	0.175642817
755	0.1755982729
756	0.1755733247
757	0.1755419236
758	0.1755174587
759	0.1754888334
760	0.1754541338
761	0.1754301875
762	0.1754010048
763	0.1753885554
764	0.1753667072
765	0.1753277116
766	0.1753000252
767	0.1752784514
768	0.1752521199
769	0.1752248474
770	0.1751875347
771	0.1751611078
772	0.1751371915
773	0.1751149185
774	0.1750927035
775	0.175059506
776	0.1750309785
777	0.1749868726
778	0.1749550019
779	0.1749287962
780	0.1748956735
781	0.1748690937
782	0.1748362526
783	0.1748149423
784	0.1747889463
785	0.1747662249
786	0.1747561178
787	0.1747193459
788	0.1747020386
789	0.1746650055
790	0.1746426119
791	0.1746238489
792	0.1746008258
793	0.1745719411
794	0.1745451057
795	0.1745134386
796	0.1744928807
797	0.1744766238
798	0.1744530934
799	0.1744318502
800	0.1744121389
801	0.1743916858
802	0.1743679569
803	0.1743081647
804	0.1742796692
805	0.1742629165
806	0.1742377973
807	0.1742160076
808	0.1742015662
809	0.1741915438
810	0.174157788
811	0.1741245903
812	0.1740967033
813	0.174089144
814	0.174064766
815	0.1740490874
816	0.1740220638
817	0.1739951693
818	0.1739741118
819	0.1739447844
820	0.1739276551
821	0.1739115156
822	0.1738945451
823	0.1738681129
824	0.1738519519
825	0.1738350394
826	0.1738271945
827	0.1738096656
828	0.1737764023
829	0.1737619743
830	0.1737528397
831	0.1737326485
832	0.1737069949
833	0.1736843824
834	0.173660009
835	0.1736337931
836	0.1736191829
837	0.173615049
838	0.1735728468
839	0.1735488256
840	0.1735351646
841	0.1735174528
842	0.1734971948
843	0.1734665696
844	0.1734529415
845	0.1734350626
846	0.1734064425
847	0.1733825292
848	0.1733609576
849	0.1733486585
850	0.173325326
851	0.1733056841
852	0.1732825661
853	0.1732710142
854	0.1732451646
855	0.1732204879
856	0.1732051594
857	0.1731855057
858	0.1731585821
859	0.1731454925
860	0.1731226172
861	0.1731031096
862	0.1730832384
863	0.1730665812
864	0.1730423942
865	0.1730298084
866	0.173019755
867	0.1730003707
868	0.1729838345
869	0.1729699072
870	0.1729469822
871	0.1729140398
872	0.1728889815
873	0.1728692414
874	0.1728505676
875	0.1728336453
876	0.1728182823
877	0.172798169
878	0.1727808841
879	0.1727637264
880	0.1727425912
881	0.1727225981
882	0.1727033092
883	0.1726862145
884	0.1726711443
885	0.172655596
886	0.1726329848
887	0.1726118328
888	0.1725955816
889	0.1725745862
890	0.1725570971
891	0.1725417742
892	0.1725081929
893	0.172495477
894	0.1724768546
895	0.1724631449
896	0.1724403079
897	0.1724141214
898	0.1723916872
899	0.1723658642
900	0.1723546092
901	0.1723389916
902	0.1723153731
903	0.1722989455
904	0.1722753734
905	0.1722581397
906	0.1722401058
907	0.1722287986
908	0.1722113025
909	0.1721945291
910	0.1721772484
911	0.1721658032
912	0.1721434886
913	0.1721252804
914	0.1721114961
915	0.1720938781
916	0.1720748873
917	0.172051349
918	0.1720362659
919	0.172007147
920	0.1719897959
921	0.1719759811
922	0.1719667724
923	0.171939483
924	0.1719128443
925	0.1718971695
926	0.1718705181
927	0.171854023
928	0.17182612
929	0.1718109221
930	0.1717885194
931	0.1717693062
932	0.1717509822
933	0.1717271178
934	0.1717136659
935	0.1717006349
936	0.1716833189
937	0.1716632063
938	0.1716477069
939	0.1716346406
940	0.1716237501
941	0.1716120476
942	0.1715906916
943	0.171570825
944	0.1715475387
945	0.1715341881
946	0.1715193015
947	0.1714982894
948	0.1714784672
949	0.1714578778
950	0.1714430178
951	0.1714154421
952	0.1713996353
953	0.171382467
954	0.1713710277
955	0.1713587843
956	0.1713385207
957	0.1713150399
958	0.1713072033
959	0.1712770471
960	0.1712504369
961	0.171238308
962	0.1712209107
963	0.1712039604
964	0.1711817058
965	0.1711659876
966	0.1711429609
967	0.1711246612
968	0.1711113318
969	0.1710864375
970	0.1710599611
971	0.1710499541
972	0.1710308259
973	0.1710126921
974	0.1710054759
975	0.1709999467
976	0.1709850611
977	0.170974968
978	0.1709614229
979	0.1709480515
980	0.1709394595
981	0.1709249604
982	0.1709080182
983	0.1708969798
984	0.1708837464
985	0.1708765305
986	0.1708626217
987	0.1708439726
988	0.1708307666
989	0.1708105834
990	0.1707929604
991	0.1707765498
992	0.1707617617
993	0.1707378389
994	0.1707180837
995	0.1707055414
996	0.1706907064
997	0.170665119
998	0.1706546881
999	0.1706451165
